sentence,vars,names,variable_position
The electron moving in a uni- form magnetic ﬁeld H,['H'],a uni- form magnetic ﬁeld,['end']
ev/c × H.    mv  If this electron moves in a radial electric ﬁeld E,['E'],a radial electric ﬁeld,['end']
But when viewed from the system S,['S'],the system,['end']
The velocity scale can then be written in the closed form k ,['k'],the closed form,['end']
while the velocity of light relative to the solar system at rest is c. If  the distance to the solar system is R,['R'],the solar system,['end']
If this pulse of light reaches the solar system at a time t,['t'],a time,['end']
The aberration of starlight expressed in  can equally be solved to give  ′   t ,['t'],starlight,['end']
The electron moving in a uni- form magnetic ﬁeld H,['H'],a uni- form magnetic ﬁeld,['end']
ev/c × H.    mv  If this electron moves in a radial electric ﬁeld E,['E'],a radial electric ﬁeld,['end']
But when viewed from the system S,['S'],the system,['end']
The velocity scale can then be written in the closed form k ,['k'],the closed form,['end']
while the velocity of light relative to the solar system at rest is c. If  the distance to the solar system is R,['R'],the solar system,['end']
If this pulse of light reaches the solar system at a time t,['t'],a time,['end']
The aberration of starlight expressed in  can equally be solved to give  ′   t ,['t'],starlight,['end']
The electron moving in a uni- form magnetic ﬁeld H,['H'],a uni- form magnetic ﬁeld,['end']
ev/c × H.    mv  If this electron moves in a radial electric ﬁeld E,['E'],a radial electric ﬁeld,['end']
But when viewed from the system S,['S'],the system,['end']
The velocity scale can then be written in the closed form k ,['k'],the closed form,['end']
while the velocity of light relative to the solar system at rest is c. If  the distance to the solar system is R,['R'],the solar system,['end']
If this pulse of light reaches the solar system at a time t,['t'],a time,['end']
The aberration of starlight expressed in  can equally be solved to give  ′   t ,['t'],starlight,['end']
The electron moving in a uni- form magnetic ﬁeld H,['H'],a uni- form magnetic ﬁeld,['end']
ev/c × H.    mv  If this electron moves in a radial electric ﬁeld E,['E'],a radial electric ﬁeld,['end']
But when viewed from the system S,['S'],the system,['end']
The velocity scale can thus be written in the closed form k(v) ,['k(v)'],the closed form,['end']
while the velocity of light relative to the solar system at rest is c. If the distance from the star to the solar system is R,['R'],the solar system,['end']
the relativistic expression of kinetic energy T ,['T'],kinetic energy,['end']
If this pulse of light reaches the solar system at a time t,['t'],a time,['end']
The electron moving in a uniform magnetic ﬁeld H,['H'],a uniform magnetic ﬁeld,['end']
describes a circular path of If this electron moves in a radial electric ﬁeld E,['E'],a radial electric ﬁeld,['end']
The velocity scale can thus be written in the closed form k(v) ,['k(v)'],the closed form,['end']
while the velocity of light relative to the solar system at rest is c. If the distance from the star to the solar system is R,['R'],the solar system,['end']
the relativistic expression of kinetic energy T ,['T'],kinetic energy,['end']
If this pulse of light reaches the solar system at a time t,['t'],a time,['end']
The electron moving in a uniform magnetic ﬁeld H,['H'],a uniform magnetic ﬁeld,['end']
describes a circular path of If this electron moves in a radial electric ﬁeld E,['E'],a radial electric ﬁeld,['end']
The velocity scale can thus be written in the closed form k(v) ,['k(v)'],the closed form,['end']
while the velocity of light relative to the Sun at rest is c. If the distance from the star to the Sun is R,['R'],the Sun,['end']
the relativistic expression of kinetic energy  T ,['T'],kinetic energy,['end']
If this pulse of light reaches the solar system at a time t,['t'],a time,['end']
The electron moving in a uniform magnetic ﬁeld H,['H'],a uniform magnetic ﬁeld,['end']
describes a circular path of If this electron moves in a radial electric ﬁeld E,['E'],a radial electric ﬁeld,['end']
The velocity scale can thus be written in the closed form k(v) ,['k(v)'],the closed form,['end']
while the velocity of light relative to the Sun at rest is c. If the distance from the star to the Sun is R,['R'],the Sun,['end']
the relativistic expression of kinetic energy T ,['T'],kinetic energy,['end']
If this pulse of light reaches the solar system at a time t,['t'],a time,['end']
The electron moving in a uniform magnetic ﬁeld H,['H'],a uniform magnetic ﬁeld,['end']
ev/c × H. If this electron moves in a radial electric ﬁeld E,['E'],a radial electric ﬁeld,['end']
The velocity of light at the point of observation thereby becomes  c′(r) ,['c′(r)'],observation,['end']
appropriate for the region exterior to a spherically symmetric  distribution of mass M ,['M'],mass,['end']
the equation of rays in a medium with spherical symmetry has been written in the form  θ ,['θ'],the form,['end']
"we ﬁnd far above the highest resonant frequency  n2(r, ω) ","['n2(r, ω)']",the highest resonant frequency,['end']
the integral in  becomes  t ,['t'],['the integral in becomes'],['end']
Using more recent results on the to have the form N (r) ,['N (r)'],the form,['end']
we must turn our attention to the velocity v ,['v'],the velocity,['end']
The velocity of light at the point of observation thereby becomes  c′(r) ,['c′(r)'],observation,['end']
appropriate for the region exterior to a spherically symmetric  distribution of mass M ,['M'],mass,['end']
"we ﬁnd far above the highest resonant frequency  n2(r, ω) ","['n2(r, ω)']",the highest resonant frequency,['end']
in a medium with spherical symmetry of refractive index n(r).,['n(r)'],refractive index,['end']
Eddington  calculated the bending of light rays by assuming a grav- itational index of refraction n(r) ,['n(r)'],refraction,['end']
appropriate for the region exterior to a spherically symmetric distribution of mass M ,['M'],mass,['end']
in a medium with spherical symmetry of refractive index n(r).,['n(r)'],refractive index,['end']
in a medium with spherical symmetry of refractive index n(r).,['n(r)'],refractive index,['end']
calculated the bending eﬀect by assuming a gravitational index of refraction n(r) ,['n(r)'],refraction,['end']
The velocity of light at the point of observation thereby becomes  c(cid:48)(r) ,['48)(r)'],observation,['end']
"analyzed their experimental data by using geometrical-optics techniques in a spherically symmetric refracting medium of index  n(r, ω) ","['n(r, ω)']",index,['end']
in a medium with spherical symmetry of refractive index n(r).,['n(r)'],refractive index,['end']
one’s attention should be given to the velocity v ,['v'],the velocity,['end']
The velocity of light at the point of observation thereby becomes  c′(r) ,['c′(r)'],observation,['end']
appropriate for the region exterior to a spherically symmetric  distribution of mass M ,['M'],mass,['end']
the equation of rays in a medium with spherical symmetry has been written in the form  θ ,['θ'],the form,['end']
"we ﬁnd far above the highest resonant frequency  n2(r, ω) ","['n2(r, ω)']",the highest resonant frequency,['end']
the integral in  becomes  t ,['t'],['the integral in becomes'],['end']
Using more recent results on the to have the form N (r) ,['N (r)'],the form,['end']
one’s attention should be given to the velocity v ,['v'],the velocity,['end']
The velocity of light at the point of observation thereby becomes  c′(r) ,['c′(r)'],observation,['end']
appropriate for the region exterior to a spherically symmetric  distribution of mass M ,['M'],mass,['end']
the equation of rays in a medium with spherical symmetry has been written in the form  θ ,['θ'],the form,['end']
"we ﬁnd far above the highest resonant frequency  n2(r, ω) ","['n2(r, ω)']",the highest resonant frequency,['end']
the integral in  becomes  t ,['t'],['the integral in becomes'],['end']
Using more recent results on the to have the form N (r) ,['N (r)'],the form,['end']
one’s attention should be given to the velocity v ,['v'],the velocity,['end']
The velocity of light at the point of observation thereby becomes  c′(r) ,['c′(r)'],observation,['end']
appropriate for the region exterior to a spherically symmetric  distribution of mass M ,['M'],mass,['end']
the equation of rays in a medium with spherical symmetry has been written in the form  θ ,['θ'],the form,['end']
"we ﬁnd far above the highest resonant frequency  n2(r, ω) ","['n2(r, ω)']",the highest resonant frequency,['end']
the integral in  becomes  t ,['t'],['the integral in becomes'],['end']
Using more recent results on the to have the form N (r) ,['N (r)'],the form,['end']
one’s attention should be given to the velocity v ,['v'],the velocity,['end']
The velocity of light at the point of observation thereby becomes  c′(r) ,['c′(r)'],observation,['end']
appropriate for the region exterior to a spherically symmetric  distribution of mass M ,['M'],mass,['end']
"we ﬁnd far above the highest resonant frequency  n2(r, ω) ","['n2(r, ω)']",the highest resonant frequency,['end']
one’s attention should be given to the velocity v ,['v'],the velocity,['end']
The velocity of light at the point of observation thereby becomes  c′(r) ,['c′(r)'],observation,['end']
appropriate for the region exterior to a spherically symmetric  distribution of mass M ,['M'],mass,['end']
"we ﬁnd far above the highest resonant frequency  n2(r, ω) ","['n2(r, ω)']",the highest resonant frequency,['end']
